q,ic50
0,549.2179212022381
0.01,3758.488931752178
0.02,5001.726610587136
0.03,6204.073145433612
0.04,7063.396280729183
0.05,7956.115124973052
0.06,8684.235143906073
0.07,9463.327107581696
0.08,10181.892510300206
0.09,10933.225429238195
0.1,11663.514854629844
0.11,12297.036474439798
0.12,13013.526795493532
0.13,13767.173847030215
0.14,14345.347496167455
0.15,14981.519412338019
0.16,15588.304964841227
0.17,16201.35026048221
0.18,16947.305325884787
0.19,17672.201938655864
0.2,18399.166031787187
0.21,19063.033077646243
0.22,19768.911377390534
0.23,20605.852787000153
0.24,21467.70283822251
0.25,22225.580540301602
0.26,22807.075682312556
0.27,23402.23866345433
0.28,24188.697731699554
0.29,24867.426961015
0.3,25538.18011601708
0.31,26270.45586095692
0.32,27044.342261995815
0.33,27899.697245133626
0.34,28604.283330831975
0.35000000000000003,29429.524388429178
0.36,30305.648229020946
0.37,31171.254851355407
0.38,32078.68696837229
0.39,32810.5804699387
0.4,33572.08670665205
0.41000000000000003,34450.628084730284
0.42,35274.10932643771
0.43,36145.5420865288
0.44,37183.99145144072
0.45,37970.08976300387
0.46,38921.39961545497
0.47000000000000003,39833.869027146975
0.48,40900.28422408484
0.49,42191.493945251554
0.5,43212.8460368721
0.51,44474.67993643699
0.52,45567.146055838
0.53,46766.755302553385
0.54,47729.88466268797
0.55,48896.07166836308
0.56,50061.52900452429
0.5700000000000001,51338.51227429951
0.58,52719.49838222043
0.59,53942.69087333167
0.6,55505.61795420303
0.61,57062.17989903611
0.62,58467.45034599406
0.63,60178.85407538623
0.64,62048.943059484955
0.65,63751.77693601226
0.66,65457.711910513244
0.67,67249.05102879659
0.68,68935.18090700854
0.6900000000000001,70611.56410927819
0.7000000000000001,72610.69134504112
0.71,74259.46597672305
0.72,76586.05217843645
0.73,78695.99740000299
0.74,80480.85781041504
0.75,82479.31114501046
0.76,85210.79074624111
0.77,87889.66050279347
0.78,90835.46747044162
0.79,93728.07199502246
0.8,96979.51012037386
0.81,99855.19305366067
0.8200000000000001,103008.53258045099
0.8300000000000001,107485.75733733625
0.84,112137.09126642527
0.85,116547.3157278673
0.86,121301.11050262014
0.87,126107.03490082972
0.88,133094.54919516703
0.89,140066.29163005037
0.9,146712.8987847257
0.91,154598.53807091728
0.92,163851.96699629744
0.93,175722.68691715316
0.9400000000000001,187983.61711341754
0.9500000000000001,203231.9756542253
0.96,221465.60660004613
0.97,245190.51051849857
0.98,281068.44739775907
0.99,353539.1436302344
1,1005389.9508024061
