q,ic50
0,0.8008283884747645
0.01,67.0885742511363
0.02,133.19239994958764
0.03,220.47379853673326
0.04,307.62111965742025
0.05,403.74902456308234
0.06,523.9058820971692
0.07,627.08674563966
0.08,754.0866970348122
0.09,872.7174427962565
0.1,1014.0179757663922
0.11,1192.0911407270787
0.12,1392.4131928183388
0.13,1571.145057364235
0.14,1747.2301381455577
0.15,1946.1740155305079
0.16,2174.96153151073
0.17,2423.9235923552556
0.18,2697.1936222747054
0.19,2942.0524218779783
0.2,3229.495889305968
0.21,3560.4700381937782
0.22,3869.2796578505545
0.23,4220.546419005441
0.24,4533.533338254515
0.25,4921.633395538791
0.26,5260.976911185691
0.27,5744.444605083709
0.28,6176.665931221294
0.29,6657.63878324897
0.3,7081.416195850988
0.31,7605.907428995482
0.32,8133.208425481518
0.33,8702.452790460235
0.34,9349.07626485976
0.35000000000000003,9888.629015921058
0.36,10634.132697446894
0.37,11274.039512776999
0.38,12002.441679911837
0.39,12936.183891599798
0.4,13802.418756945972
0.41000000000000003,14779.597146235294
0.42,15713.67579128212
0.43,16714.89101901561
0.44,17761.780912544764
0.45,18950.70502123292
0.46,19914.87302997103
0.47000000000000003,21167.969628304432
0.48,22611.000371612885
0.49,24154.215356223973
0.5,26013.297956151135
0.51,27718.59845570598
0.52,29415.83706883464
0.53,31240.84320725758
0.54,33377.56012413112
0.55,35216.05053761379
0.56,37345.86371333415
0.5700000000000001,39538.32195840389
0.58,42175.89054904338
0.59,44676.83801888594
0.6,47209.355817625765
0.61,50170.38296302197
0.62,53152.16139666575
0.63,56769.0567976977
0.64,60250.17062417805
0.65,63841.59244427786
0.66,68509.25830861891
0.67,72814.99103987546
0.68,77330.87392172209
0.6900000000000001,82772.17881495955
0.7000000000000001,89071.72712584282
0.71,94112.08871888852
0.72,100504.93523440257
0.73,108148.05271442942
0.74,115826.41818548192
0.75,123561.07596597093
0.76,131989.50030177037
0.77,141960.93320647208
0.78,152574.7243651257
0.79,165196.3042557125
0.8,181282.07071370888
0.81,198260.64648606983
0.8200000000000001,213655.86729956343
0.8300000000000001,231073.30777868864
0.84,252976.26049616892
0.85,278505.41901598655
0.86,305040.9410538285
0.87,339708.98261311685
0.88,380580.4121827004
0.89,423741.73216421576
0.9,473359.28693475074
0.91,538811.8232511191
0.92,620620.4686164438
0.93,711645.9509154619
0.9400000000000001,831235.5621674716
0.9500000000000001,1008160.7202435132
0.96,1198974.3767868956
0.97,1576627.4942346977
0.98,2158109.10967606
0.99,3635445.1918105124
1,64708867.63426049
