q,ic50
0,125.94618008650754
0.01,1146.208146508625
0.02,2211.789948648231
0.03,3594.2086724693495
0.04,4825.137855140662
0.05,6007.482513857095
0.06,7056.557808417408
0.07,8026.237611576295
0.08,9280.791443451426
0.09,10380.87386553426
0.1,11413.459708847191
0.11,12670.550358338933
0.12,14054.918003521203
0.13,15309.906027202585
0.14,16585.164471418066
0.15,17754.40283810581
0.16,19149.34074332615
0.17,20518.213492155406
0.18,21856.3679041781
0.19,23372.783325749144
0.2,25056.488192245164
0.21,26791.807957884324
0.22,28413.923338201443
0.23,29996.785362517276
0.24,31483.236788713184
0.25,33378.63666906167
0.26,34789.5049190268
0.27,36008.55454000193
0.28,37828.86895709122
0.29,39720.78664608694
0.3,41076.70483080711
0.31,42719.788097183795
0.32,44313.27667227293
0.33,46210.53572788782
0.34,48061.965403948954
0.35000000000000003,49991.37951962966
0.36,52054.61276163184
0.37,54058.19981752049
0.38,56155.23717228507
0.39,58476.708386713755
0.4,60793.266134200865
0.41000000000000003,63003.46358046349
0.42,65169.27403235488
0.43,67645.52437041218
0.44,69903.50447139028
0.45,72291.4252541441
0.46,74889.80312570429
0.47000000000000003,77302.11567881473
0.48,80111.79452061132
0.49,82575.30283339333
0.5,84975.55561469121
0.51,87584.82642113324
0.52,90359.13537931416
0.53,93301.92502238836
0.54,96166.86946590987
0.55,99185.3892435401
0.56,102502.52208977457
0.5700000000000001,105860.19544734684
0.58,109669.60671869386
0.59,113460.49191707154
0.6,117383.63684598653
0.61,120545.69664919388
0.62,124197.98362206042
0.63,129118.14998643444
0.64,133673.74306495165
0.65,137554.5342358655
0.66,141624.97089036572
0.67,146599.78757379128
0.68,151251.44407405
0.6900000000000001,157063.5667527678
0.7000000000000001,162542.9554988118
0.71,168067.61500656258
0.72,173050.70085085247
0.73,178470.67115448945
0.74,185025.5776011817
0.75,191299.1819025647
0.76,198554.27670067982
0.77,207151.19918005835
0.78,214847.14497027238
0.79,222750.26719385159
0.8,231661.23824393938
0.81,242780.9865272527
0.8200000000000001,251887.08629925316
0.8300000000000001,263302.6338205355
0.84,276512.2567920408
0.85,288302.18418830197
0.86,303168.278856844
0.87,320255.8302622732
0.88,335775.65429446724
0.89,355482.90187568666
0.9,376270.4763261158
0.91,397577.6097113945
0.92,423413.2819967188
0.93,458473.3603871664
0.9400000000000001,501690.06408376637
0.9500000000000001,545873.8814310725
0.96,609476.5590704974
0.97,693999.9575507883
0.98,841775.7682612652
0.99,1063920.1316995737
1,6335739.317427069
