q,ic50
0,8.58737403480443
0.01,45.19498084824816
0.02,60.86275767514734
0.03,73.62947520659384
0.04,85.61664209463386
0.05,98.08757513394885
0.06,109.91509614053061
0.07,121.36078683870642
0.08,136.0641477855934
0.09,150.4975930915777
0.1,161.74789095435344
0.11,177.6346714690051
0.12,192.604081683388
0.13,207.65056371787477
0.14,225.0157571826348
0.15,241.86910942347967
0.16,262.8887514157322
0.17,284.64662792380585
0.18,309.9735328903551
0.19,337.1816207913451
0.2,365.96669515780735
0.21,396.11066758616994
0.22,431.28524706997257
0.23,468.1828846386452
0.24,515.0241559486968
0.25,559.0793729197442
0.26,614.9553161473252
0.27,667.5811031295489
0.28,720.244406246688
0.29,774.6485097069897
0.3,844.1920388550114
0.31,907.5088226887901
0.32,985.3976024509857
0.33,1067.6507910024684
0.34,1157.0702890881182
0.35000000000000003,1262.8642128783315
0.36,1371.0955439753354
0.37,1479.639004048869
0.38,1584.3602462246931
0.39,1708.1951207740942
0.4,1845.956619225732
0.41000000000000003,1955.991779249116
0.42,2084.8523230460573
0.43,2239.262310725024
0.44,2410.7571168021204
0.45,2568.2272477827537
0.46,2764.239670545693
0.47000000000000003,2954.526464548107
0.48,3139.6268405199057
0.49,3297.100348481532
0.5,3513.276729569412
0.51,3690.695854322022
0.52,3892.193055766499
0.53,4151.878376528686
0.54,4380.2739426524
0.55,4595.651624666741
0.56,4853.819768320449
0.5700000000000001,5066.10037556976
0.58,5308.685651376732
0.59,5635.915880516603
0.6,5929.472871073822
0.61,6227.909025497211
0.62,6521.492446296297
0.63,6880.321579778274
0.64,7264.1586228430915
0.65,7662.584811980678
0.66,8077.500963733102
0.67,8470.67024778211
0.68,8860.063934437952
0.6900000000000001,9268.04435239697
0.7000000000000001,9767.975555105442
0.71,10247.10809761905
0.72,10781.962700834465
0.73,11402.32174955936
0.74,11953.765878888085
0.75,12444.632952548984
0.76,13236.755747349338
0.77,13921.547088158126
0.78,14705.540538888214
0.79,15525.362732037738
0.8,16384.393595772097
0.81,17317.12733571695
0.8200000000000001,18288.179218801153
0.8300000000000001,19409.383406187433
0.84,20481.694167760543
0.85,21813.314081957255
0.86,23235.776909036118
0.87,24928.116211989403
0.88,26569.289336154838
0.89,29119.55011002326
0.9,31828.916248198548
0.91,34819.81005808023
0.92,38012.73481029165
0.93,41592.026424106785
0.9400000000000001,45789.07714423477
0.9500000000000001,50802.778641267374
0.96,57729.85592033389
0.97,66793.06697592098
0.98,79557.90363744259
0.99,104906.65103106528
1,330318.34049841715
