q,ic50
0,24.43720319522831
0.01,248.14947848398134
0.02,377.48636568968925
0.03,508.1553649695717
0.04,662.2841686440961
0.05,809.163208442815
0.06,919.053131232834
0.07,1034.1299413603342
0.08,1175.835940228176
0.09,1319.7089996238326
0.1,1472.3828660901263
0.11,1615.0873552904952
0.12,1756.8720177984342
0.13,1929.002273255679
0.14,2075.621307748579
0.15,2221.251053016951
0.16,2394.416023334856
0.17,2576.3970941750063
0.18,2756.219567216905
0.19,2942.405179636457
0.2,3110.2022894326724
0.21,3282.364936758549
0.22,3459.1569508358143
0.23,3636.595649038221
0.24,3843.2458761609414
0.25,4038.0780785571446
0.26,4259.44124006112
0.27,4498.022889008776
0.28,4719.22205310331
0.29,4999.825343634337
0.3,5202.864597665456
0.31,5504.043461252071
0.32,5772.26940408291
0.33,6062.182335403202
0.34,6371.949794029724
0.35000000000000003,6683.200417859367
0.36,7015.464630587039
0.37,7354.175820117039
0.38,7644.360714530407
0.39,7987.605808665987
0.4,8289.07705835953
0.41000000000000003,8653.838138308693
0.42,9032.18230903377
0.43,9415.823845372888
0.44,9796.707570748673
0.45,10220.70720208332
0.46,10672.171776296364
0.47000000000000003,11177.172789686843
0.48,11528.151111273433
0.49,12046.169705240416
0.5,12596.175561844575
0.51,13051.204699723243
0.52,13533.441718776907
0.53,14127.241460096295
0.54,14609.980784415795
0.55,15193.599376223377
0.56,15883.04420252237
0.5700000000000001,16501.83311484008
0.58,17272.094099604783
0.59,17935.463291228778
0.6,18589.435484895865
0.61,19293.15288974105
0.62,20143.4316013835
0.63,21058.445032804164
0.64,21925.683762721594
0.65,22648.71835193569
0.66,23701.966722216504
0.67,24772.793590481568
0.68,25745.173249115018
0.6900000000000001,27053.153946820028
0.7000000000000001,28447.51143679722
0.71,29977.851493007423
0.72,31367.64823347552
0.73,33181.31103848637
0.74,34557.65798843416
0.75,36200.90902535559
0.76,37829.33163013599
0.77,39767.83879814726
0.78,41548.01747837318
0.79,43871.780470271406
0.8,46645.25207845054
0.81,48925.889266264596
0.8200000000000001,51896.59907385825
0.8300000000000001,54809.87231809068
0.84,58413.594931858395
0.85,62022.99981627244
0.86,65702.1942658499
0.87,70959.63484678317
0.88,75586.77715956929
0.89,80734.37567748615
0.9,87107.01138309018
0.91,94402.86318158773
0.92,103604.80612098028
0.93,117570.70834772092
0.9400000000000001,131568.44093595984
0.9500000000000001,150625.85489668066
0.96,179327.40441445107
0.97,209831.71682700567
0.98,271089.76799415617
0.99,388331.77221260127
1,2168586.251067506
