q,ic50
0,23.558915800094223
0.01,317.45427402268973
0.02,798.3024547774329
0.03,1272.3900167770898
0.04,1878.543809880936
0.05,2602.7221387333952
0.06,3259.8283128648345
0.07,4012.906373344477
0.08,4873.27994638692
0.09,5655.780370026246
0.1,6512.690392256756
0.11,7418.203187261081
0.12,8234.479551698358
0.13,9172.950927314154
0.14,10069.363621386514
0.15,11209.246197901362
0.16,12139.441735853708
0.17,13236.273151637037
0.18,14294.433005705265
0.19,15390.986342338687
0.2,16506.678832155718
0.21,17597.94116622469
0.22,18787.78974678179
0.23,20032.22811571131
0.24,21380.944190008966
0.25,22559.982366721724
0.26,24013.817608235076
0.27,25320.719030721895
0.28,26646.52363177043
0.29,28238.345964387474
0.3,29495.927269002117
0.31,30949.663382417715
0.32,32879.57850275455
0.33,34785.266277420604
0.34,36482.50083522001
0.35000000000000003,38244.210787872755
0.36,40286.36002239576
0.37,42147.33136801033
0.38,43835.63565897144
0.39,45782.64271105673
0.4,47776.55025983613
0.41000000000000003,50119.55973844147
0.42,52048.73472203517
0.43,54260.11169364712
0.44,56424.23770702782
0.45,58632.988755306134
0.46,60570.5543041215
0.47000000000000003,62715.01621156751
0.48,65008.22564289048
0.49,67442.58799103452
0.5,70441.94072904505
0.51,73595.84606800554
0.52,77767.81596908876
0.53,81918.29222385609
0.54,85609.7705700444
0.55,88460.82203735251
0.56,91929.8959753451
0.5700000000000001,95803.11383925169
0.58,99761.3129329163
0.59,104109.79194455431
0.6,108769.67720025533
0.61,113605.45926322555
0.62,118373.35923940645
0.63,124663.66852938099
0.64,129568.05701338661
0.65,135963.00228705633
0.66,142027.27854761668
0.67,148152.8461381211
0.68,156127.60207892244
0.6900000000000001,164061.17958231282
0.7000000000000001,173127.41322869208
0.71,181564.43173232046
0.72,189658.12610057837
0.73,199788.05538517796
0.74,209947.41750440624
0.75,220771.6267995967
0.76,232867.38712996643
0.77,246664.35322033966
0.78,260544.83842671016
0.79,275156.96861761395
0.8,290089.50702509575
0.81,305149.0919217479
0.8200000000000001,322577.268137667
0.8300000000000001,346684.18000794697
0.84,368832.8917691161
0.85,392682.76266456395
0.86,420824.47805261443
0.87,451906.13470001455
0.88,483995.3044010451
0.89,530039.5157009105
0.9,575076.1375084324
0.91,624000.7511459168
0.92,692670.17276917235
0.93,769285.5555989728
0.9400000000000001,855771.4198588177
0.9500000000000001,964016.0047515436
0.96,1114050.5296552565
0.97,1375282.0052861632
0.98,1763529.7640816418
0.99,2548762.8115156535
1,12715844.255270954
