q,ic50
0,2.1138312303317277
0.01,36.22050959499649
0.02,64.15756674403772
0.03,98.84079602284679
0.04,122.08266707112456
0.05,148.6538690966442
0.06,179.43730809398147
0.07,212.0923192895333
0.08,241.56257588641813
0.09,272.07549493336523
0.1,301.7465241417476
0.11,342.5238230011781
0.12,386.65355376612644
0.13,425.66872776752285
0.14,458.82082663108474
0.15,510.68968461276586
0.16,555.1049076999526
0.17,607.8816210763952
0.18,658.963322197655
0.19,710.2417792260479
0.2,767.8767355808034
0.21,834.152994270944
0.22,902.7562923763511
0.23,975.1822742834386
0.24,1044.2870837485482
0.25,1110.7739017395793
0.26,1183.4323830123035
0.27,1257.7742545250605
0.28,1337.0356931649758
0.29,1405.1133009552918
0.3,1498.0860197690397
0.31,1582.746310669945
0.32,1689.3816662304425
0.33,1802.989147025072
0.34,1911.7322828684146
0.35000000000000003,2029.7264282274891
0.36,2136.2664460232545
0.37,2261.6498983305614
0.38,2389.334967088216
0.39,2518.853753670989
0.4,2661.2774706512696
0.41000000000000003,2824.862721229245
0.42,3011.4983970035837
0.43,3213.3780511448595
0.44,3443.2590320169325
0.45,3616.964242532071
0.46,3814.42821814102
0.47000000000000003,4030.439624808874
0.48,4248.321205905328
0.49,4540.867910159388
0.5,4791.7941182459745
0.51,5071.867775604067
0.52,5328.511460948126
0.53,5613.265857084938
0.54,5987.333392475077
0.55,6390.354604116972
0.56,6742.77634604605
0.5700000000000001,7181.475145754136
0.58,7563.627604674937
0.59,8059.675761826757
0.6,8583.96365682336
0.61,9043.456515385475
0.62,9563.893692360247
0.63,10212.196679726301
0.64,10864.19602786771
0.65,11567.980371012229
0.66,12202.88927763431
0.67,13023.74000810101
0.68,13901.557577306434
0.6900000000000001,14975.018683835951
0.7000000000000001,16071.361389031208
0.71,17188.555302973316
0.72,18477.958779387933
0.73,19656.622219999597
0.74,20967.103412728582
0.75,22289.39523251443
0.76,23873.348878255405
0.77,25672.971918932584
0.78,27935.600725216653
0.79,30357.66110195628
0.8,33187.61734267552
0.81,35713.098284410895
0.8200000000000001,38776.5917664889
0.8300000000000001,41713.2439244182
0.84,45867.04800780365
0.85,51387.56018437298
0.86,55950.77341840869
0.87,62687.66856230799
0.88,69791.3296807694
0.89,78963.80947645215
0.9,92772.72547984142
0.91,106018.7695281917
0.92,126535.01493602004
0.93,150372.88589384916
0.9400000000000001,185015.38952014464
0.9500000000000001,225462.5776440259
0.96,284561.2049105495
0.97,388504.442803671
0.98,561716.3628447077
0.99,967393.1391229851
1,8177995.36357722
