q,ic50
0,9.041837840955312
0.01,274.66514798814325
0.02,679.4518508976367
0.03,1293.5604651637161
0.04,2034.0028254418696
0.05,2773.399837534713
0.06,3635.8153862283457
0.07,4671.617835036359
0.08,5705.764886337569
0.09,7040.96156426923
0.1,8291.929864839844
0.11,9924.440554818448
0.12,11526.994267830134
0.13,13443.269595365582
0.14,15095.35446717868
0.15,16975.43926901269
0.16,19096.031575512432
0.17,20559.83208446347
0.18,22585.659701559794
0.19,25056.592916487505
0.2,27671.8618953392
0.21,30387.910495042575
0.22,33190.519081688115
0.23,36439.95418030624
0.24,39206.719054478956
0.25,42406.80555573327
0.26,46959.649469601696
0.27,50299.530993784705
0.28,54489.461693026205
0.29,57776.08081489497
0.3,61522.481802373644
0.31,65957.23425881255
0.32,70442.94696790558
0.33,75400.29862373153
0.34,80429.53043443155
0.35000000000000003,87160.54089854527
0.36,92971.17101152975
0.37,98488.69697760943
0.38,104137.21067406243
0.39,110834.88135776034
0.4,116687.72858194723
0.41000000000000003,124384.88370413521
0.42,131726.6877580023
0.43,139718.28345722536
0.44,149181.0082884603
0.45,160385.82661774394
0.46,170629.898342898
0.47000000000000003,179892.23531705458
0.48,192235.31224500283
0.49,203795.90084859094
0.5,214246.21102713194
0.51,227189.09557248894
0.52,240739.46185111607
0.53,253449.80837718505
0.54,269793.3435038832
0.55,284303.96723389707
0.56,302056.2967826147
0.5700000000000001,318912.7900392435
0.58,335889.21786289907
0.59,356885.5109594503
0.6,374116.88345351175
0.61,397675.8223583546
0.62,418743.81980200525
0.63,440637.34001877415
0.64,463564.5548951843
0.65,491243.8000752629
0.66,521039.1496772254
0.67,557988.8015773034
0.68,595488.1226207877
0.6900000000000001,632561.3466049677
0.7000000000000001,672618.5736052573
0.71,708908.54118381
0.72,753285.5894644135
0.73,794884.0262330809
0.74,858742.1498707848
0.75,925262.0115154797
0.76,987771.423613781
0.77,1048916.6364669225
0.78,1127215.2318851557
0.79,1205736.436357325
0.8,1299731.2708441063
0.81,1391632.8327021045
0.8200000000000001,1508809.9287953782
0.8300000000000001,1640927.409025769
0.84,1787051.1367225812
0.85,1935743.0101321503
0.86,2116954.8288065786
0.87,2306741.0858220425
0.88,2545403.3160382644
0.89,2804586.4200845533
0.9,3089670.280933384
0.91,3455008.7672449094
0.92,3959305.030813331
0.93,4663234.1791880885
0.9400000000000001,5448160.81258831
0.9500000000000001,6480526.389920316
0.96,8011101.902128671
0.97,10432753.962401923
0.98,14298687.59293605
0.99,21898128.551290803
1,219248484.45098573
