q,ic50
0,13.786657925176062
0.01,337.9902402855254
0.02,694.3215974403245
0.03,1019.6817506266347
0.04,1403.630628657159
0.05,1766.7014928648414
0.06,2111.789760487603
0.07,2575.6667219139977
0.08,2979.4796711124654
0.09,3431.92985110681
0.1,3904.8053577535857
0.11,4463.689745899846
0.12,4995.340379221297
0.13,5460.168422992261
0.14,6058.124546895993
0.15,6610.807823460333
0.16,7111.959663899481
0.17,7726.1630665589055
0.18,8405.960044217385
0.19,9011.247431252836
0.2,9679.387507459247
0.21,10437.468392322979
0.22,11118.798835371032
0.23,11749.529374512787
0.24,12550.030005097542
0.25,13533.650493584197
0.26,14420.407172285733
0.27,15229.51368747286
0.28,15914.161036405556
0.29,16861.029885885844
0.3,17742.928749326315
0.31,18782.796586184995
0.32,19938.527292531766
0.33,21135.291248256253
0.34,22263.97943738333
0.35000000000000003,23429.943704442223
0.36,24515.69950353216
0.37,25798.204494322337
0.38,27031.939491484038
0.39,28601.738845937463
0.4,29972.263826576236
0.41000000000000003,31659.169665414975
0.42,33151.51798073166
0.43,34689.5251150244
0.44,36151.46367920776
0.45,37828.490967055564
0.46,39667.646446225626
0.47000000000000003,41385.07570338712
0.48,43720.487232019615
0.49,45776.39155566145
0.5,48260.92983506151
0.51,50533.98686185041
0.52,53089.37516129758
0.53,55580.09991012827
0.54,58901.54850864998
0.55,61431.239799377974
0.56,64730.653346572886
0.5700000000000001,67901.62253122512
0.58,70912.1324327069
0.59,73934.3282393901
0.6,77152.20526891731
0.61,80788.26749203308
0.62,84295.34472314222
0.63,88463.78485927422
0.64,92487.408795802
0.65,96919.05670844417
0.66,101741.59470109783
0.67,106778.19968235747
0.68,111235.02909646613
0.6900000000000001,117069.52169671701
0.7000000000000001,123345.7697889249
0.71,130195.26785940812
0.72,137794.10264015113
0.73,145627.2830410985
0.74,152579.68841666996
0.75,161816.90043380487
0.76,172935.40929363357
0.77,183839.05081106053
0.78,194987.40960726154
0.79,207271.94275608272
0.8,218741.9504610655
0.81,231986.3600594154
0.8200000000000001,251183.86872576902
0.8300000000000001,268639.9402467994
0.84,288935.1937409075
0.85,308584.9422064572
0.86,334019.28991837526
0.87,363758.17151224194
0.88,400184.742676918
0.89,442016.81564000604
0.9,485799.1638041231
0.91,557980.8852166872
0.92,617936.9818104438
0.93,716238.9975990243
0.9400000000000001,836365.3857064155
0.9500000000000001,971522.1926582732
0.96,1190016.372177694
0.97,1485449.347254971
0.98,2150525.588163771
0.99,3457418.373061503
1,59612749.07194049
